price,address,zipcode,Date,beds,bath,sq_ft,boro,Employed,Unemployed,income above 100k,income below 100k
825000,"400 E 56th St APT 35F, New York, NY 10022",10022,1/6/20,1,2,948,New York County,879665,31973,300250,594060
825000,"400 E 56th St APT 35F, New York, NY 10022",10022,1/3/20,Studio,,967300,New York County,879665,31973,300250,594060
3500000,"100 E 53rd St #9B, New York, NY 10022",10022,1/3/20,Studio,,0,New York County,879665,31973,300250,594060
772500,"419 E 57th St APT 5E, New York, NY 10022",10022,1/3/20,1,1,750,New York County,879665,31973,300250,594060
605000,"411 E 57th St APT 4G, New York, NY 10022",10022,1/3/20,1,1,800,New York County,879665,31973,300250,594060
750000,"300 E 54th St APT 16A, New York, NY 10022",10022,1/2/20,1,1,0,New York County,879665,31973,300250,594060
1390000,"343-349 E 50th St #3F, New York, NY 10022",10022,12/31/19,0,0,1337,New York County,879665,31973,300250,594060
1020000,"45 Sutton Pl S APT 14D, New York, NY 10022",10022,12/31/19,2,2,0,New York County,879665,31973,300250,594060
1060000,"435 E 57th St APT 3C, New York, NY 10022",10022,12/31/19,2,2,0,New York County,879665,31973,300250,594060
1,"400 E 54th St APT 3G, New York, NY 10022",10022,12/30/19,0,0,555,New York County,879665,31973,300250,594060
445000,"424 E 52nd St APT 9D, New York, NY 10022",10022,12/30/19,1,1,600,New York County,879665,31973,300250,594060
2550000,"641 5th Ave #24G, New York, NY 10022",10022,12/30/19,2,2,1575,New York County,879665,31973,300250,594060
2790000,"100 E 53rd St #33B, New York, NY 10022",10022,12/27/19,Studio,,0,New York County,879665,31973,300250,594060
1100000,"16 Sutton Pl APT 5-C, New York, NY 10022",10022,12/26/19,2,2,0,New York County,879665,31973,300250,594060
2800000,"430 E 56th St #1AB, New York, NY 10022",10022,12/26/19,4,2,2000,New York County,879665,31973,300250,594060
2100000,"400 E 56th St APT 14N, New York, NY 10022",10022,12/26/19,3,3,1764,New York County,879665,31973,300250,594060
402800,"220 E 57th St APT 14E, New York, NY 10022",10022,12/24/19,0,0,0,New York County,879665,31973,300250,594060
350000,"303 E 57th St APT 11K, New York, NY 10022",10022,12/23/19,1,1,750,New York County,879665,31973,300250,594060
3250000,"333 E 57th St APT 8A, New York, NY 10022",10022,12/23/19,4,4,0,New York County,879665,31973,300250,594060
647500,"211 E 53rd St APT 3A, New York, NY 10022",10022,12/23/19,1,1,126021,New York County,879665,31973,300250,594060
1250000,"400 E 56th St APT 9G, New York, NY 10022",10022,12/23/19,2,2,0,New York County,879665,31973,300250,594060
490000,"400 E 59th St APT 10G, New York, NY 10022",10022,12/23/19,1,1,0,New York County,879665,31973,300250,594060
1400000,"400 E 56th St APT 5B, New York, NY 10022",10022,12/20/19,0,0,0,New York County,879665,31973,300250,594060
975000,"14 Sutton Pl S APT 9E, New York, NY 10022",10022,12/20/19,1,1,0,New York County,879665,31973,300250,594060
81922,"117 E 57th St APT 50B, New York, NY 10022",10022,12/20/19,2,2.5,2400,New York County,879665,31973,300250,594060
1700000,"245 E 54th St #6LM, New York, NY 10022",10022,12/20/19,3,2,1600,New York County,879665,31973,300250,594060
2170000,"250 E 54th St APT 27D, New York, NY 10022",10022,12/20/19,3,3,1650,New York County,879665,31973,300250,594060
680000,"220 E 60th St APT 2B, New York, NY 10022",10022,12/20/19,1,1,725,New York County,879665,31973,300250,594060
81922,"117 E 57th St APT 50A, New York, NY 10022",10022,12/20/19,7,5,4900,New York County,879665,31973,300250,594060
750000,"60 Sutton Pl S #6MN, New York, NY 10022",10022,12/18/19,1,1,0,New York County,879665,31973,300250,594060
775000,"2 Beekman Pl APT 9F, New York, NY 10022",10022,12/17/19,1,1,0,New York County,879665,31973,300250,594060
1180000,"45 Sutton Pl S APT 6D, New York, NY 10022",10022,12/17/19,2,2,0,New York County,879665,31973,300250,594060
2000000,"425 E 58th St APT 36C, New York, NY 10022",10022,12/17/19,2,3,0,New York County,879665,31973,300250,594060
3880000,"100 E 53rd St #30A, New York, NY 10022",10022,12/17/19,Studio,,0,New York County,879665,31973,300250,594060
24000000,"432 Park Ave #65A, New York, NY 10022",10022,12/16/19,3,5,4019,New York County,879665,31973,300250,594060
1360000,"475 Park Ave APT 10D, New York, NY 10022",10022,12/13/19,2,2,0,New York County,879665,31973,300250,594060
2350000,"415 E 52nd St APT 12GCH, New York, NY 10022",10022,12/12/19,0,0,0,New York County,879665,31973,300250,594060
652500,"220 E 54th St APT 8N, New York, NY 10022",10022,12/12/19,1,1,0,New York County,879665,31973,300250,594060
650000,"333 E 53rd St APT 7A, New York, NY 10022",10022,12/11/19,1,1,0,New York County,879665,31973,300250,594060
1520000,"339 E 58th St, New York, NY 10022",10022,12/11/19,2,2,1200,New York County,879665,31973,300250,594060
905000,"347 E 53rd St, New York, NY 10022",10022,12/11/19,2,2,1000,New York County,879665,31973,300250,594060
719000,"440 E 56th St #7B, New York, NY 10022",10022,12/11/19,2,1,900,New York County,879665,31973,300250,594060
421000,"245 E 54th St APT 23J, New York, NY 10022",10022,12/10/19,Studio,,0,New York County,879665,31973,300250,594060
2750000,"781 5th Ave APT 1114, New York, NY 10022",10022,12/10/19,0,0,0,New York County,879665,31973,300250,594060
636406,"414 E 52nd St APT 6G, New York, NY 10022",10022,12/10/19,1,1,0,New York County,879665,31973,300250,594060
2750000,"781 5th Ave #1116, New York, NY 10022",10022,12/10/19,0,0,0,New York County,879665,31973,300250,594060
2750000,"781 5th Ave #1115, New York, NY 10022",10022,12/10/19,0,0,0,New York County,879665,31973,300250,594060
999000,"400 E 56th St APT 27E, New York, NY 10022",10022,12/10/19,1,1.5,1009,New York County,879665,31973,300250,594060
950000,"227 E 57th St APT 14G, New York, NY 10022",10022,12/9/19,2,2,0,New York County,879665,31973,300250,594060
1850000,"207 E 57th St APT 4C, New York, NY 10022",10022,12/9/19,2,2,1434,New York County,879665,31973,300250,594060
1290000,"418 E 59th St APT 7A, New York, NY 10022",10022,12/6/19,2,2.5,1400,New York County,879665,31973,300250,594060
690000,"414 E 52nd St APT 8F, New York, NY 10022",10022,12/6/19,1,1,0,New York County,879665,31973,300250,594060
1300000,"50 Sutton Pl S APT 14E, New York, NY 10022",10022,12/5/19,2,2,1500,New York County,879665,31973,300250,594060
15750,"163 E 60th St, New York, NY 10022",10022,12/5/19,0,0,25698,New York County,879665,31973,300250,594060
2350000,"415 E 52nd St APT 12HC, New York, NY 10022",10022,12/4/19,3,3,2307,New York County,879665,31973,300250,594060
300000,"424 E 57th St APT 6E, New York, NY 10022",10022,12/4/19,Studio,,0,New York County,879665,31973,300250,594060
800000,"45 Sutton Pl S APT 11O, New York, NY 10022",10022,12/4/19,1,1.5,0,New York County,879665,31973,300250,594060
660000,"345 E 57th St APT 7C, New York, NY 10022",10022,12/3/19,1,1,785,New York County,879665,31973,300250,594060
950000,"300 E 59th St APT 2707, New York, NY 10022",10022,12/2/19,0,0,0,New York County,879665,31973,300250,594060
655000,"245 E 54th St APT 4D, New York, NY 10022",10022,12/2/19,1,1,0,New York County,879665,31973,300250,594060
409000,"240 E 55th St APT 11C, New York, NY 10022",10022,12/2/19,0,1,0,New York County,879665,31973,300250,594060
1180000,"320 E 57th St APT 11C, New York, NY 10022",10022,12/2/19,2,2,1300,New York County,879665,31973,300250,594060
599000,"118 E 60th St APT 22A, New York, NY 10022",10022,11/29/19,1,1,0,New York County,879665,31973,300250,594060
1500000,"303 E 57th St #20LA, New York, NY 10022",10022,11/29/19,3,3.5,0,New York County,879665,31973,300250,594060
5580000,"305 E 51st St #RU7A, New York, NY 10022",10022,11/29/19,Studio,,2276,New York County,879665,31973,300250,594060
822500,"420 E 55th St APT 8D, New York, NY 10022",10022,11/29/19,1,1,945,New York County,879665,31973,300250,594060
975000,"430 E 56th St APT 3B, New York, NY 10022",10022,11/29/19,2,2,1400,New York County,879665,31973,300250,594060
200000,"14 Sutton Pl S #S-21, New York, NY 10022",10022,11/27/19,0,0,0,New York County,879665,31973,300250,594060
1030000,"250 E 54th St APT 28C, New York, NY 10022",10022,11/27/19,1,2,788,New York County,879665,31973,300250,594060
1450000,"400 E 56th St APT 16B, New York, NY 10022",10022,11/26/19,2,2,0,New York County,879665,31973,300250,594060
860000,"300 E 59th St APT 3603, New York, NY 10022",10022,11/26/19,1,1,850,New York County,879665,31973,300250,594060
680000,"300 E 59th St APT 1404, New York, NY 10022",10022,11/26/19,1,2,850,New York County,879665,31973,300250,594060
2620000,"305 E 51st St #RU12F, New York, NY 10022",10022,11/25/19,Studio,,1443,New York County,879665,31973,300250,594060
650000,"251 E 51st St APT 7E, New York, NY 10022",10022,11/25/19,1,1,580,New York County,879665,31973,300250,594060
595000,"345 E 54th St APT 1D, New York, NY 10022",10022,11/25/19,1,1,0,New York County,879665,31973,300250,594060
667500,"110 E 57th St #5H, New York, NY 10022",10022,11/25/19,1,1,800,New York County,879665,31973,300250,594060
1300000,"35 Sutton Pl APT 8F, New York, NY 10022",10022,11/22/19,2,2.5,1590,New York County,879665,31973,300250,594060
975000,"430 E 57th St APT 6C, New York, NY 10022",10022,11/22/19,2,2,0,New York County,879665,31973,300250,594060
600000,"36 Sutton Pl S APT 1E, New York, NY 10022",10022,11/21/19,0,0,0,New York County,879665,31973,300250,594060
1050000,"235 E 57th St APT 5F, New York, NY 10022",10022,11/21/19,2,2,0,New York County,879665,31973,300250,594060
1360000,"475 Park Ave APT 10D, New York, NY 10022",10022,11/20/19,2,2,122801,New York County,879665,31973,300250,594060
1120000,"40 Sutton Pl APT 3H, New York, NY 10022",10022,11/20/19,3,3,1588,New York County,879665,31973,300250,594060
1120000,"40 Sutton Pl APT 3J, New York, NY 10022",10022,11/20/19,0,0,605,New York County,879665,31973,300250,594060
305000,"342 E 53rd St APT 3C, New York, NY 10022",10022,11/19/19,Studio,,0,New York County,879665,31973,300250,594060
560000,"400 E 59th St APT 5A, New York, NY 10022",10022,11/19/19,1,1,0,New York County,879665,31973,300250,594060
625000,"414 E 52nd St APT 6G, New York, NY 10022",10022,43787,1,1,102422,New York County,879665,31973,300250,594060
712500,"418 E 59th St APT 5C, New York, NY 10022",10022,11/15/19,1,1,700,New York County,879665,31973,300250,594060
1200000,"45 Sutton Pl S APT 10D, New York, NY 10022",10022,11/15/19,2,2,1350,New York County,879665,31973,300250,594060
2050000,"400 E 56th St APT 17N, New York, NY 10022",10022,11/14/19,0,0,0,New York County,879665,31973,300250,594060
630000,"245 E 54th St APT 30B, New York, NY 10022",10022,11/13/19,0,0,0,New York County,879665,31973,300250,594060
680000,"220 E 60th St APT 14J, New York, NY 10022",10022,11/12/19,1,1,700,New York County,879665,31973,300250,594060
818000,"415 E 52nd St APT 4EC, New York, NY 10022",10022,11/12/19,1,1,0,New York County,879665,31973,300250,594060
1150000,"25 Sutton Pl S APT 5D, New York, NY 10022",10022,11/12/19,2,2,0,New York County,879665,31973,300250,594060
1500000,"25 Sutton Pl S APT 12F, New York, NY 10022",10022,11/12/19,2,2,1600,New York County,879665,31973,300250,594060
665000,"300 E 54th St APT 6E, New York, NY 10022",10022,11/8/19,1,1,0,New York County,879665,31973,300250,594060
807500,"135 E 54th St APT 9H, New York, NY 10022",10022,11/8/19,1,1,800,New York County,879665,31973,300250,594060
450000,"345 E 52nd St APT 3H, New York, NY 10022",10022,11/7/19,0,0,0,New York County,879665,31973,300250,594060
12000000,"2 E 55th St #1009, New York, NY 10022",10022,11/7/19,0,0,474,New York County,879665,31973,300250,594060
2500000,"45 Sutton Pl S APT 12F, New York, NY 10022",10022,11/6/19,3,3,0,New York County,879665,31973,300250,594060
293034,"2 E 55th St #1036, New York, NY 10022",10022,11/6/19,2,3,1445,New York County,879665,31973,300250,594060
1180000,"211 E 53rd St APT 8A, New York, NY 10022",10022,11/4/19,Studio,,126021,New York County,879665,31973,300250,594060
1180000,"211 E 53rd St APT 8B, New York, NY 10022",10022,11/4/19,Studio,,126021,New York County,879665,31973,300250,594060
106500,"439 E 51st St #SR-2, New York, NY 10022",10022,11/4/19,0,0,0,New York County,879665,31973,300250,594060
620000,"220 E 54th St APT 4A, New York, NY 10022",10022,11/1/19,1,1,800,New York County,879665,31973,300250,594060
10,"230 E 52nd St APT 2B, New York, NY 10022",10022,10/31/19,1,1,500,New York County,879665,31973,300250,594060
1800000,"418 E 59th St APT 11A, New York, NY 10022",10022,10/30/19,0,0,0,New York County,879665,31973,300250,594060
2500000,"300 E 55th St APT 16A, New York, NY 10022",10022,10/29/19,2,3,1518,New York County,879665,31973,300250,594060
1520000,"434 E 52nd St #7EF, New York, NY 10022",10022,10/29/19,0,0,0,New York County,879665,31973,300250,594060
515000,"225 E 57th St APT 1S, New York, NY 10022",10022,10/29/19,1,1,800,New York County,879665,31973,300250,594060
1410000,"16 Sutton Pl APT 3A, New York, NY 10022",10022,10/29/19,3,3.5,0,New York County,879665,31973,300250,594060
585000,"425 E 51st St APT 6E, New York, NY 10022",10022,10/29/19,1,1,0,New York County,879665,31973,300250,594060
1500000,"400 E 54th St APT 6A, New York, NY 10022",10022,10/28/19,2,2,1053,New York County,879665,31973,300250,594060
477000,"60 Sutton Pl S APT 8LN, New York, NY 10022",10022,10/28/19,0,0,0,New York County,879665,31973,300250,594060
340000,"400 E 52nd St APT 1G, New York, NY 10022",10022,10/28/19,Studio,,500,New York County,879665,31973,300250,594060
860000,"313 E 56th St APT 3C, New York, NY 10022",10022,10/28/19,2,2,0,New York County,879665,31973,300250,594060
8500000,"641 5th #42DE, New York, NY 10022",10022,10/27/19,4,5,3000,New York County,879665,31973,300250,594060
1700000,"432 Park Ave APT 28J, New York, NY 10022",10022,10/25/19,Studio,,603,New York County,879665,31973,300250,594060
1400000,"425 E 58th St APT 47F, New York, NY 10022",10022,10/24/19,1,1,1400,New York County,879665,31973,300250,594060
1150000,"325 E 57th St APT 8-B, New York, NY 10022",10022,10/24/19,2,1,0,New York County,879665,31973,300250,594060
1300000,"400 E 52nd St APT 17A, New York, NY 10022",10022,10/24/19,2,2,1141,New York County,879665,31973,300250,594060
1,"220 E 60th St APT 10D, New York, NY 10022",10022,10/23/19,1,1,750,New York County,879665,31973,300250,594060
340000,"410 E 52nd St #1G, New York, NY 10022",10022,10/21/19,Studio,,179213,New York County,879665,31973,300250,594060
1650000,"45 Sutton Pl S APT 17L, New York, NY 10022",10022,10/21/19,2,2,0,New York County,879665,31973,300250,594060
1340000,"440 E 57th St APT 12B, New York, NY 10022",10022,10/21/19,2,2,1450,New York County,879665,31973,300250,594060
990000,"411 E 57th St APT 16D, New York, NY 10022",10022,10/21/19,2,2,1200,New York County,879665,31973,300250,594060
338350,"345 E 54th St APT 4C, New York, NY 10022",10022,10/18/19,Studio,,0,New York County,879665,31973,300250,594060
1970000,"330 E 57th St APT 7, New York, NY 10022",10022,10/18/19,3,3,1891,New York County,879665,31973,300250,594060
830000,"342 E 51st St, New York, NY 10022",10022,10/17/19,0,0,0,New York County,879665,31973,300250,594060
799000,"333 E 55th St APT 6G, New York, NY 10022",10022,10/17/19,2,1,0,New York County,879665,31973,300250,594060
799000,"333 E 55th St APT 6G, New York, NY 10022",10022,10/17/19,2,1,0,New York County,879665,31973,300250,594060
850000,"470 Park Ave APT 10D, New York, NY 10022",10022,10/16/19,1,1,0,New York County,879665,31973,300250,594060
425000,"153 E 57th St APT 17C, New York, NY 10022",10022,10/16/19,Studio,,450,New York County,879665,31973,300250,594060
1730000,"959 1st Ave #11B, New York, NY 10022",10022,10/16/19,1,1,893,New York County,879665,31973,300250,594060
1850000,"303 E 57th St APT 36F, New York, NY 10022",10022,10/16/19,2,2,2200,New York County,879665,31973,300250,594060
990000,"440 E 56th St APT 4C, New York, NY 10022",10022,10/11/19,0,0,0,New York County,879665,31973,300250,594060
1800000,"50 Sutton Pl S APT 19G, New York, NY 10022",10022,10/11/19,3,2.5,0,New York County,879665,31973,300250,594060
1910000,"401 E 60th St APT 4D, New York, NY 10022",10022,10/11/19,2,3,1548,New York County,879665,31973,300250,594060
990000,"440 E 56th St APT 4B, New York, NY 10022",10022,10/11/19,0,0,0,New York County,879665,31973,300250,594060
1300000,"418 E 59th St APT 36A, New York, NY 10022",10022,10/11/19,2,2.5,1300,New York County,879665,31973,300250,594060
1200000,"303 E 57th St APT 42B, New York, NY 10022",10022,10/11/19,3,2.5,0,New York County,879665,31973,300250,594060
2400000,"415-423 E 54th St #21M, New York, NY 10022",10022,10/10/19,0,0,2244,New York County,879665,31973,300250,594060
280000,"2 E 55th St #1103, New York, NY 10022",10022,10/10/19,Studio,,1546,New York County,879665,31973,300250,594060
595000,"333 E 55th St APT 2H, New York, NY 10022",10022,10/9/19,1,1,800,New York County,879665,31973,300250,594060
1850000,"117 E 57th St APT 27A, New York, NY 10022",10022,10/9/19,2,2,1831,New York County,879665,31973,300250,594060
1390000,"60 Sutton Pl S #4JS, New York, NY 10022",10022,10/8/19,2,2,0,New York County,879665,31973,300250,594060
610000,"333 E 53rd St APT 1F, New York, NY 10022",10022,10/8/19,1,1,800,New York County,879665,31973,300250,594060
1100000,"424 E 52nd St APT 4A, New York, NY 10022",10022,10/8/19,2,2,0,New York County,879665,31973,300250,594060
499000,"221 E 50th St APT 6A, New York, NY 10022",10022,10/7/19,1,1,0,New York County,879665,31973,300250,594060
525000,"251 E 51st St APT 2D, New York, NY 10022",10022,10/2/19,Studio,,580,New York County,879665,31973,300250,594060
1810000,"959 1st Ave #23E, New York, NY 10022",10022,10/2/19,1,1,907,New York County,879665,31973,300250,594060
797500,"415 E 52nd St APT 8MC, New York, NY 10022",10022,10/1/19,2,1,960,New York County,879665,31973,300250,594060
657500,"220 E 54th St APT 12H, New York, NY 10022",10022,10/1/19,1,1,0,New York County,879665,31973,300250,594060
910000,"430 E 56th St APT 11B, New York, NY 10022",10022,10/1/19,2,2,0,New York County,879665,31973,300250,594060
405000,"251 E 51st St APT 6A, New York, NY 10022",10022,10/1/19,0,1,0,New York County,879665,31973,300250,594060
392000,"220 E 54th St APT 5M, New York, NY 10022",10022,10/1/19,Studio,,0,New York County,879665,31973,300250,594060
1780000,"207 E 57th St APT 8B, New York, NY 10022",10022,9/30/19,2,2.5,1423,New York County,879665,31973,300250,594060
1460000,"118 E 60th St APT 6H, New York, NY 10022",10022,9/27/19,2,2,1500,New York County,879665,31973,300250,594060
525000,"963 2nd Ave #2D, New York, NY 10022",10022,9/26/19,Studio,,206945,New York County,879665,31973,300250,594060
1770000,"117 E 57th St APT 24H, New York, NY 10022",10022,9/25/19,2,2,1208,New York County,879665,31973,300250,594060
620000,"245 E 54th St APT 4C, New York, NY 10022",10022,9/24/19,1,1,0,New York County,879665,31973,300250,594060
2710000,"430 E 57th St APT 8D, New York, NY 10022",10022,9/23/19,3,3,2000,New York County,879665,31973,300250,594060
2120000,"117 E 57th St APT 35H, New York, NY 10022",10022,9/23/19,2,2,1209,New York County,879665,31973,300250,594060
1700000,"135 E 54th St APT 15B, New York, NY 10022",10022,9/23/19,2,2,1420,New York County,879665,31973,300250,594060
1800000,"20 Sutton Pl S APT 11D, New York, NY 10022",10022,9/19/19,3,3,0,New York County,879665,31973,300250,594060
550000,"251 E 51st St APT 3G, New York, NY 10022",10022,9/18/19,Studio,,580,New York County,879665,31973,300250,594060
1100000,"424 E 57th St, New York, NY 10022",10022,9/17/19,0,0,0,New York County,879665,31973,300250,594060
375000,"251 E 51st St APT 4K, New York, NY 10022",10022,9/17/19,Studio,,0,New York County,879665,31973,300250,594060
752250,"235 E 57th St APT 6B, New York, NY 10022",10022,9/17/19,1,1,0,New York County,879665,31973,300250,594060
1060000,"50 Sutton Pl S APT 6L, New York, NY 10022",10022,9/17/19,2,2,0,New York County,879665,31973,300250,594060
700000,"245 E 54th St APT 15M, New York, NY 10022",10022,9/17/19,1,1,0,New York County,879665,31973,300250,594060
640000,"220 E 54th St APT 9C, New York, NY 10022",10022,9/16/19,1,1,750,New York County,879665,31973,300250,594060
740000,"420 E 51st St APT 8A, New York, NY 10022",10022,9/16/19,2,2,1350,New York County,879665,31973,300250,594060
890000,"415 E 52nd St APT 5CB, New York, NY 10022",10022,9/16/19,1,1,1000,New York County,879665,31973,300250,594060
190000,"2 E 55th St #836, New York, NY 10022",10022,9/16/19,2,3,1445,New York County,879665,31973,300250,594060
2000000,"959 1st Ave APT 9P, New York, NY 10022",10022,9/16/19,2,2.5,1428,New York County,879665,31973,300250,594060
200000,"2 E 55th St #803, New York, NY 10022",10022,9/16/19,2,2,1382,New York County,879665,31973,300250,594060
2250000,"480 Park Ave APT 11G, New York, NY 10022",10022,9/13/19,2,2,0,New York County,879665,31973,300250,594060
550000,"400 E 56th St APT 39K, New York, NY 10022",10022,9/13/19,1,1,700,New York County,879665,31973,300250,594060
579000,"250 E 54th St APT 16B, New York, NY 10022",10022,9/12/19,Studio,,400,New York County,879665,31973,300250,594060
335000,"339 E 58th St APT 9H, New York, NY 10022",10022,9/12/19,Studio,,400,New York County,879665,31973,300250,594060
480000,"227 E 57th St APT 17A, New York, NY 10022",10022,9/12/19,1,1,0,New York County,879665,31973,300250,594060
625000,"345 E 57th St APT 4C, New York, NY 10022",10022,9/12/19,1,1,775,New York County,879665,31973,300250,594060
2880000,"60 Sutton Pl S #19CS, New York, NY 10022",10022,9/11/19,0,0,0,New York County,879665,31973,300250,594060
1200000,"475 Park Ave APT 4D, New York, NY 10022",10022,9/10/19,0,0,0,New York County,879665,31973,300250,594060
515000,"153 E 57th St APT 7L, New York, NY 10022",10022,9/10/19,0,1,0,New York County,879665,31973,300250,594060
2480000,"250 E 53rd St APT 2901, New York, NY 10022",10022,9/10/19,2,3,1559,New York County,879665,31973,300250,594060
1350000,"430 E 57th St APT 2D, New York, NY 10022",10022,9/10/19,2,2.5,0,New York County,879665,31973,300250,594060
2480000,"250 E 53rd St APT 2901, New York, NY 10022",10022,9/9/19,Studio,,1559,New York County,879665,31973,300250,594060
950000,"400 E 56th St APT 11C, New York, NY 10022",10022,9/9/19,2,2,940,New York County,879665,31973,300250,594060
2500000,"959 1st Ave #18D, New York, NY 10022",10022,9/9/19,2,3,1370,New York County,879665,31973,300250,594060
150000,"2 E 55th St #801, New York, NY 10022",10022,9/6/19,1,2,934,New York County,879665,31973,300250,594060
1580000,"45 Sutton Pl S APT 8L, New York, NY 10022",10022,9/6/19,2,2,1580,New York County,879665,31973,300250,594060
620000,"245 E 54th St APT 28S, New York, NY 10022",10022,9/6/19,1,1,700,New York County,879665,31973,300250,594060
108000,"220 E 57th St APT 8E, New York, NY 10022",10022,9/6/19,0,0,0,New York County,879665,31973,300250,594060
675000,"300 E 54th St APT 25E, New York, NY 10022",10022,9/6/19,1,1,650,New York County,879665,31973,300250,594060
2470000,"25-27 Beekman Pl #3, New York, NY 10022",10022,9/6/19,0,0,2190,New York County,879665,31973,300250,594060
730694,"420 E 55th St APT 2N, New York, NY 10022",10022,9/6/19,0,0,0,New York County,879665,31973,300250,594060
752250,"235 E 57th St APT 6B, New York, NY 10022",10022,9/5/19,Studio,,105749,New York County,879665,31973,300250,594060
715000,"245 E 54th St APT 25D, New York, NY 10022",10022,9/5/19,1,1,0,New York County,879665,31973,300250,594060
2000000,"300 E 59th St APT 1402, New York, NY 10022",10022,9/5/19,3,3,2000,New York County,879665,31973,300250,594060
2950000,"2 Sutton Pl, New York, NY 10022",10022,9/5/19,2,3,0,New York County,879665,31973,300250,594060
890000,"415 E 52nd St APT 5CB, New York, NY 10022",10022,9/4/19,Studio,,430000,New York County,879665,31973,300250,594060
1400000,"45 Sutton Pl S APT 12M, New York, NY 10022",10022,9/4/19,2,2,1400,New York County,879665,31973,300250,594060
2620000,"60 Sutton Pl S #14IJK, New York, NY 10022",10022,9/4/19,3,3,2730,New York County,879665,31973,300250,594060
860000,"415 E 52nd St APT 6KC, New York, NY 10022",10022,9/4/19,1,1,950,New York County,879665,31973,300250,594060
685000,"220 E 54th St APT 9E, New York, NY 10022",10022,Sun. 3:30-,2,1,850,New York County,879665,31973,300250,594060
1360000,"200 E 57th St APT 9L, New York, NY 10022",10022,9/3/19,2,2,1679,New York County,879665,31973,300250,594060
746640,"25 Sutton Pl S APT 7I, New York, NY 10022",10022,9/3/19,1,1.5,0,New York County,879665,31973,300250,594060
1790000,"425 E 58th St APT 45B, New York, NY 10022",10022,9/3/19,2,3,0,New York County,879665,31973,300250,594060
830000,"342 E 51st St, New York, NY 10022",10022,9/2/19,0,0,5312,New York County,879665,31973,300250,594060
3300000,"641 5th Ave #33G, New York, NY 10022",10022,9/1/19,0,0,1521,New York County,879665,31973,300250,594060
330000,"231 E 54th St APT 2D, New York, NY 10022",10022,8/30/19,Studio,,0,New York County,879665,31973,300250,594060
750000,"415 E 52nd St APT 9EC, New York, NY 10022",10022,8/29/19,2,1,900,New York County,879665,31973,300250,594060
1730000,"400 E 56th St APT 15H, New York, NY 10022",10022,8/29/19,3,2,0,New York County,879665,31973,300250,594060
515000,"30 Beekman Pl #4B, New York, NY 10022",10022,8/28/19,1,1,900,New York County,879665,31973,300250,594060
2800000,"444 E 57th St APT 12E, New York, NY 10022",10022,8/28/19,3,3,2190,New York County,879665,31973,300250,594060
532500,"153 E 57th St FRONT 4-L, New York, NY 10022",10022,8/27/19,1,1,575,New York County,879665,31973,300250,594060
1200000,"25 Sutton Pl S APT 17D, New York, NY 10022",10022,8/26/19,2,2,0,New York County,879665,31973,300250,594060
670000,"433 E 51st St #5F, New York, NY 10022",10022,8/26/19,1,1,0,New York County,879665,31973,300250,594060
725000,"440 E 56th St #9B, New York, NY 10022",10022,8/26/19,0,0,0,New York County,879665,31973,300250,594060
757500,"347 E 53rd St APT 6B, New York, NY 10022",10022,8/26/19,1,1,900,New York County,879665,31973,300250,594060
478500,"251 E 51st St APT 6E, New York, NY 10022",10022,8/22/19,0,1,560,New York County,879665,31973,300250,594060
1320000,"60 Sutton Pl S #1DN, New York, NY 10022",10022,8/22/19,2,2,0,New York County,879665,31973,300250,594060
1300000,"35 Sutton Pl APT 16D, New York, NY 10022",10022,8/22/19,2,2.5,0,New York County,879665,31973,300250,594060
2210000,"310 E 53rd St #4, New York, NY 10022",10022,8/22/19,0,0,2313,New York County,879665,31973,300250,594060
1800000,"475 Park Ave APT 4A, New York, NY 10022",10022,8/21/19,3,3,2350,New York County,879665,31973,300250,594060
1550000,"447 E 57th St APT 9A, New York, NY 10022",10022,8/20/19,2,3,0,New York County,879665,31973,300250,594060
610000,"250 E 54th St APT 18E, New York, NY 10022",10022,8/20/19,Studio,,391,New York County,879665,31973,300250,594060
2710000,"430 E 57th St APT 8D, New York, NY 10022",10022,8/19/19,Studio,,103000,New York County,879665,31973,300250,594060
930000,"45 Sutton Pl S APT 9G, New York, NY 10022",10022,8/19/19,1,2,0,New York County,879665,31973,300250,594060
10,"410 E 57th St APT 12A, New York, NY 10022",10022,8/19/19,0,0,0,New York County,879665,31973,300250,594060
375000,"420 E 51st St APT 9G, New York, NY 10022",10022,8/19/19,0,0,0,New York County,879665,31973,300250,594060
1400000,"245 E 54th St #28BC, New York, NY 10022",10022,8/16/19,2,2,1500,New York County,879665,31973,300250,594060
995000,"343-349 E 50th St #5A, New York, NY 10022",10022,8/16/19,1,2,924,New York County,879665,31973,300250,594060
1800000,"475 Park Ave APT 4A, New York, NY 10022",10022,8/15/19,3,3,2350,New York County,879665,31973,300250,594060
1320000,"60 Sutton Pl S #1DN, New York, NY 10022",10022,8/15/19,2,2,455000,New York County,879665,31973,300250,594060
635000,"245 E 54th St APT 3F, New York, NY 10022",10022,8/15/19,1,1,850,New York County,879665,31973,300250,594060
1070000,"300 E 59th St APT 1505, New York, NY 10022",10022,8/15/19,2,2,1100,New York County,879665,31973,300250,594060
1210000,"447 East57th St #9B, Manhattan, NY 10022",10022,8/15/19,0,0,0,New York County,879665,31973,300250,594060
