year,zipcode,boro,sq ft,bedrooms,starbucks within mile,unemployment,income?,median previous year price,house price (dep variable)
2013,10167,Manhattan,2824,3,6,2057,524289,708359.4,787066
2013,10168,Manhattan,2008,2,6,1805,216690,390804.3,434227
2013,10169,Manhattan,1553,3,3,3438,378051,1268135.1,1409039
2013,10170,Manhattan,2860,3,1,1090,337975,250630.2,278478
2013,10171,Manhattan,630,1,4,3568,423381,1715724.9,1906361
2013,10172,Manhattan,653,3,0,3333,95185,1435286.7,1594763
2013,10173,Manhattan,705,2,6,2270,603629,601024.5,667805
2013,10174,Manhattan,2894,2,5,2743,132135,1735147.8,1927942
2013,10175,Manhattan,1165,1,4,2848,481661,582314.4,647016
2013,10176,Manhattan,2749,3,0,2000,138042,912062.7,1013403
2013,10177,Manhattan,1952,1,4,1943,713219,1453737.6,1615264
2013,10178,Manhattan,2504,2,6,3459,573420,669665.7,744073
2013,10199,Manhattan,2010,3,2,3965,386121,402005.7,446673
2013,10270,Manhattan,554,1,5,3053,337626,990474.3,1100527
2013,10271,Manhattan,2841,1,4,3375,609159,1020397.5,1133775
2013,10278,Manhattan,1950,1,2,1317,474799,1381275.9,1534751
2013,10279,Manhattan,2929,3,3,1439,641972,1052480.7,1169423
2013,10280,Manhattan,3041,1,0,2521,205533,691305.3,768117
2013,10281,Manhattan,1318,2,2,2480,224883,290805.3,323117
2013,10282,Manhattan,521,2,3,3132,517869,1660876.2,1845418
2013,11101,Queens,3385,3,0,1738,179147,622711.8,691902
2013,11102,Queens,1547,2,4,1867,562444,1523583,1692870
2013,11103,Queens,1635,3,0,2156,179894,295176.6,327974
2013,11004,Queens,1533,2,6,2126,687122,1353511.8,1503902
2013,11104,Queens,1814,1,0,1160,133950,888921.9,987691
2013,11105,Queens,1192,3,4,1140,174574,567354.6,630394
2013,11106,Queens,2192,2,5,2526,665686,1599161.4,1776846
2013,11109,Queens,1995,3,4,3229,302895,1769189.4,1965766
2013,11351,Queens,825,2,5,1277,592229,1726071.3,1917857
2013,11354,Queens,1162,1,3,1577,144833,1723109.4,1914566
2013,11355,Queens,523,3,6,1976,148747,792120.6,880134
2013,11356,Queens,1298,1,5,2839,580952,927238.5,1030265
2013,11357,Queens,1955,1,6,2173,648674,1645878.6,1828754
2013,11358,Queens,1472,1,3,2287,662084,696615.3,774017
2013,11359,Queens,3345,3,4,1841,520759,1373902.2,1526558
2013,11360,Queens,580,2,3,1912,443695,264438.9,293821
2013,11361,Queens,1279,1,4,1817,289736,1084415.4,1204906
2013,11362,Queens,951,1,0,1109,39518,568942.2,632158
2013,11363,Queens,2482,1,0,3948,72025,1352802.6,1503114
2013,11364,Queens,3100,3,1,1206,174305,717768,797520
2013,11365,Queens,2927,1,6,2187,179128,686038.5,762265
2013,11366,Queens,1965,3,5,1878,412601,358024.5,397805
2013,11367,Queens,3059,2,4,3876,356755,466841.7,518713
2013,11368,Queens,3210,1,3,1353,736726,470312.1,522569
2013,11369,Queens,3317,3,6,2641,403635,1390766.4,1545296
2013,11370,Queens,1786,1,1,3372,346955,534038.4,593376
2013,11371,Queens,2528,1,6,1042,459595,674967.6,749964
2013,11372,Queens,753,2,2,1514,74976,309195.9,343551
2013,11373,Queens,666,3,6,1587,355497,1502829,1669810
2013,11374,Queens,1951,3,3,2080,140346,263338.2,292598
2013,11375,Queens,3457,3,0,1369,336665,883422,981580
2013,11377,Queens,1286,1,6,3534,488274,941085,1045650
2013,11378,Queens,1749,3,3,3696,134195,1765148.4,1961276
2013,11379,Queens,1790,2,6,3053,626253,1627564.5,1808405
2013,11385,Queens,1390,3,2,3124,614949,814869,905410
2013,11411,Queens,2504,1,0,1326,105278,1023478.2,1137198
2013,11412,Queens,3465,2,0,3736,437250,927743.4,1030826
2013,11413,Queens,2844,3,4,1388,196347,1003644,1115160
2013,11414,Queens,3161,1,1,2564,444091,747556.2,830618
2013,11415,Queens,785,3,0,3997,222196,1678527,1865030
2013,11416,Queens,1147,2,2,1019,72823,246109.5,273455
2013,11417,Queens,937,1,4,2364,315599,1724924.7,1916583
2013,11418,Queens,1640,3,2,1703,426249,281542.5,312825
2013,11419,Queens,2456,1,1,1419,79431,239572.8,266192
2013,11420,Queens,656,1,4,3557,154104,1548557.1,1720619
2013,11421,Queens,2375,2,3,3126,344968,813540.6,903934
2013,11422,Queens,1854,2,5,1560,732329,760810.5,845345
2013,11423,Queens,3368,3,1,2324,271798,1675128.6,1861254
2013,11426,Queens,2066,2,4,2311,368150,1509125.4,1676806
2013,11427,Queens,1470,2,5,2014,101496,363728.7,404143
2013,11428,Queens,3232,1,1,1470,663766,507529.8,563922
2013,11429,Queens,1909,1,2,2182,210781,866552.4,962836
2013,11430,Queens,2608,3,0,3653,361757,1391785.2,1546428
2013,11432,Queens,719,3,3,1552,95591,1650117.6,1833464
2013,11433,Queens,2140,1,6,1972,583872,566766.9,629741
2013,11434,Queens,2026,1,5,3596,80269,1781961.3,1979957
2013,11435,Queens,1717,3,2,2554,316862,1464785.1,1627539
2013,11436,Queens,1373,2,1,1008,409529,1050887.7,1167653
2013,11691,Queens,1738,3,1,2891,551828,478688.4,531876
2013,11692,Queens,1088,3,3,1680,384954,1128777.3,1254197
2013,11693,Queens,1128,1,2,3131,297181,1585086.3,1761207
2013,11694,Queens,1291,3,6,1479,584584,806781.6,896424
2013,11697,Queens,2112,2,5,1579,715025,440348.4,489276
2013,10301,Staten,3246,2,1,3275,132280,751138.2,834598
2013,10302,Staten,1338,2,6,3887,502147,656225.1,729139
2013,10303,Staten,746,1,5,2401,347643,1302448.5,1447165
2013,10304,Staten,3116,3,2,1068,137729,887033.7,985593
2013,10305,Staten,1785,3,0,2780,45103,1541878.2,1713198
2013,10306,Staten,2139,2,0,2971,511124,1791661.5,1990735
2013,10307,Staten,965,2,1,2123,677485,1496830.5,1663145
2013,10308,Staten,1474,1,4,2039,418596,1122222.6,1246914
2013,10309,Staten,1640,1,1,1792,635178,1350024.3,1500027
2013,10310,Staten,1045,3,2,3141,593518,1414942.2,1572158
2013,10311,Staten,3133,3,4,2146,267905,1197633.6,1330704
2013,10312,Staten,927,2,3,3030,704265,249843.6,277604
2013,10314,Staten,3004,1,4,3491,130066,1606165.2,1784628
2014,10001,Manhattan,1618,3,1,2764,311530,598414.5,664905
2014,10002,Manhattan,2915,3,1,2930,301911,1599786,1777540
2014,10003,Manhattan,3097,3,3,1334,519577,919143.9,1021271
2014,10004,Manhattan,757,1,2,1140,719234,1242717.3,1380797
2014,10005,Manhattan,1064,1,3,2048,676639,1687036.5,1874485
2014,10006,Manhattan,1949,2,0,1810,214260,1613587.5,1792875
2014,10007,Manhattan,930,3,1,3995,603124,1102327.2,1224808
2014,10009,Manhattan,2717,3,4,2989,230155,579437.1,643819
2014,10010,Manhattan,2915,2,3,3819,376264,618593.4,687326
2014,10011,Manhattan,2445,2,5,3191,182577,733177.8,814642
2014,10012,Manhattan,3098,2,0,1968,469374,899787.6,999764
2014,10013,Manhattan,2429,2,1,1622,479430,1209008.7,1343343
2014,10014,Manhattan,1077,3,5,3809,402824,478141.2,531268
2014,10015,Manhattan,994,3,0,2668,210879,746050.5,828945
2014,10016,Manhattan,1199,2,1,2077,383522,1458732.6,1620814
2014,10017,Manhattan,2869,2,2,2588,79168,557742.6,619714
2014,10018,Manhattan,973,2,2,3726,436761,521882.1,579869
2014,10019,Manhattan,2256,3,6,2381,496271,696566.7,773963
2014,10020,Manhattan,1606,3,4,2786,39155,525904.2,584338
2014,10021,Manhattan,1851,2,4,3156,749763,327977.1,364419
2014,10022,Manhattan,543,2,1,3323,618841,1221561,1357290
2014,10023,Manhattan,2161,1,5,1798,747034,977043.6,1085604
2014,10024,Manhattan,2033,1,3,2724,114618,1110315.6,1233684
2014,10025,Manhattan,676,1,3,1417,655156,1322304.3,1469227
2014,10026,Manhattan,994,1,5,1425,111221,549538.2,610598
2014,10027,Manhattan,1153,3,4,3481,180359,616426.2,684918
2014,10028,Manhattan,2254,3,1,1873,497477,1153664.1,1281849
2014,10029,Manhattan,1581,3,1,3944,452095,1365115.5,1516795
2014,10030,Manhattan,3415,3,6,1261,180082,1542348,1713720
2014,10031,Manhattan,1842,3,4,2307,288486,897204.6,996894
2014,10032,Manhattan,2057,2,2,2347,530870,932039.1,1035599
2014,10033,Manhattan,3398,1,6,2808,280098,1436940.9,1596601
2014,10034,Manhattan,1994,1,3,2304,313126,741753.9,824171
2014,10035,Manhattan,1073,1,2,3617,506202,293348.7,325943
2014,10036,Manhattan,950,3,2,2394,80020,1065510,1183900
2014,10037,Manhattan,2198,3,5,3222,432980,1646078.4,1828976
2014,10038,Manhattan,2035,1,4,2891,105630,565062.3,627847
2014,10039,Manhattan,1624,3,3,2647,149512,581515.2,646128
2014,10040,Manhattan,1118,1,1,2276,460389,969055.2,1076728
2014,10041,Manhattan,1121,3,0,1766,420844,562423.5,624915
2014,10044,Manhattan,2754,3,3,2570,40213,399631.5,444035
2014,10045,Manhattan,1535,3,3,3876,638993,1009527.3,1121697
2014,10048,Manhattan,526,1,4,2292,78430,1308708,1454120
2014,10055,Manhattan,2983,3,3,1406,446641,1288399.5,1431555
2014,10060,Manhattan,2815,3,0,1157,237648,1145952.9,1273281
2014,10069,Manhattan,2130,2,6,2430,270811,735976.8,817752
2014,10090,Manhattan,2264,1,6,1040,648688,1152444.6,1280494
2014,10095,Manhattan,2087,2,4,2924,745327,756220.5,840245
2014,10098,Manhattan,2123,1,1,3363,602617,1241276.4,1379196
2014,10099,Manhattan,2723,3,4,3523,317433,1026894.6,1140994
2014,10103,Manhattan,2737,3,5,3805,505421,1164889.8,1294322
2014,10104,Manhattan,945,3,4,3934,454518,768306.6,853674
2014,10105,Manhattan,2074,1,1,3321,358730,642136.5,713485
2014,10106,Manhattan,880,1,2,1509,619439,600894.9,667661
2014,10107,Manhattan,913,2,5,3185,682418,587596.5,652885
2014,10110,Manhattan,2806,2,0,2502,560370,1749539.7,1943933
2014,10111,Manhattan,3056,2,0,2667,731641,1686421.8,1873802
2014,10112,Manhattan,2631,2,0,2388,247455,641902.5,713225
2014,10115,Manhattan,714,2,3,3949,283322,675054,750060
2014,10118,Manhattan,1091,3,0,3427,305849,1724084.1,1915649
2014,10119,Manhattan,1801,3,3,1868,298681,1202806.8,1336452
2014,10120,Manhattan,1639,2,2,1843,738152,337207.5,374675
2014,10121,Manhattan,2279,3,4,1725,511858,1308773.7,1454193
2014,10122,Manhattan,1040,2,3,2807,288263,1033463.7,1148293
2014,10123,Manhattan,2103,3,0,2730,201229,804160.8,893512
2014,10128,Manhattan,574,3,5,1618,732938,1141218,1268020
2014,10151,Manhattan,1739,3,4,2484,549006,1646853.3,1829837
2014,10152,Manhattan,2018,1,1,2257,364166,1317689.1,1464099
2014,10153,Manhattan,604,1,2,3511,486532,951787.8,1057542
2014,10154,Manhattan,1856,3,4,2052,390403,672967.8,747742
2014,10155,Manhattan,1853,1,5,1619,359371,1229220,1365800
2014,10158,Manhattan,1275,3,3,3628,147845,621207.9,690231
2014,10161,Manhattan,545,2,5,3362,143917,361521,401690
2014,10162,Manhattan,3342,1,3,2753,223642,586298.7,651443
2014,10165,Manhattan,1274,1,5,2756,565664,1434300.3,1593667
2014,10166,Manhattan,3200,3,5,3950,484153,1001626.2,1112918
2014,10167,Manhattan,761,3,1,3804,654606,1170970.2,1301078
2014,10168,Manhattan,2150,3,0,2252,341879,1524957.3,1694397
2014,10169,Manhattan,2316,1,2,2401,407883,1396552.5,1551725
2014,10170,Manhattan,2288,3,0,2370,439004,1163305.8,1292562
2014,10171,Manhattan,1089,3,5,2724,416895,1379736,1533040
2014,10172,Manhattan,2083,1,5,2095,659529,363637.8,404042
2014,10173,Manhattan,1701,1,0,2599,545786,795446.1,883829
2014,10174,Manhattan,3037,2,4,1588,609303,563175.9,625751
2014,10175,Manhattan,2577,3,0,1049,561415,626926.5,696585
2014,10176,Manhattan,1915,3,1,2372,669967,723727.8,804142
2014,10177,Manhattan,3003,2,1,2321,299544,923390.1,1025989
2014,10178,Manhattan,3182,3,3,3541,553209,1148367.6,1275964
2014,10199,Manhattan,2209,1,5,3155,89159,1557153.9,1730171
2014,10270,Manhattan,2531,1,5,3659,254558,1735666.2,1928518
2014,10271,Manhattan,1587,1,2,3566,406083,928549.8,1031722
2014,10278,Manhattan,1309,3,3,2804,684826,587530.8,652812
2014,10279,Manhattan,3357,3,4,2876,314677,1608731.1,1787479
2014,10280,Manhattan,1080,2,6,1386,46924,1435029.3,1594477
2014,10281,Manhattan,1645,3,2,3464,384189,571315.5,634795
2014,10282,Manhattan,501,3,4,3575,529748,1262956.5,1403285
2014,10301,Staten,2395,3,2,2437,292811,1375908.3,1528787
2014,10302,Staten,2858,2,1,1814,711871,1416497.4,1573886
2014,10303,Staten,1114,3,4,2067,233454,824472,916080
2014,10304,Staten,3058,2,6,3185,337134,493391.7,548213
2014,10305,Staten,932,1,1,1520,675520,638754.3,709727
2014,10306,Staten,1069,1,2,1421,416500,1588398.3,1764887
2014,10307,Staten,1091,2,6,3036,611728,1576048.5,1751165
2014,10308,Staten,2344,2,1,1883,687478,452400.3,502667
2014,10309,Staten,686,3,6,1226,107533,595362.6,661514
2014,10310,Staten,1933,2,0,3469,116408,988820.1,1098689
2014,10311,Staten,3209,1,5,2289,323707,1505244.6,1672494
2014,10312,Staten,1331,1,3,1514,632705,457211.7,508013
2014,10314,Staten,820,2,5,1822,740804,1562629.5,1736255
2014,10451,Bronx,2190,1,3,1572,111566,528740.1,587489
2014,10452,Bronx,3189,1,0,1484,648327,626819.4,696466
2014,10453,Bronx,1063,2,0,2282,60286,847701.9,941891
2014,10454,Bronx,2310,1,3,2786,270492,662711.4,736346
2014,10455,Bronx,1358,3,6,3150,657631,1088886.6,1209874
2014,10456,Bronx,1659,1,4,1301,138085,1025681.4,1139646
2014,10457,Bronx,2750,2,6,1667,321469,1662850.8,1847612
2014,10458,Bronx,664,1,6,2454,254841,654522.3,727247
2014,10459,Bronx,794,3,6,2490,666142,443482.2,492758
2014,10460,Bronx,3398,2,3,1918,281317,394144.2,437938
2014,10461,Bronx,1152,2,6,2761,488517,947889.9,1053211
2014,10462,Bronx,690,1,5,2627,94498,1750609.8,1945122
2014,10463,Bronx,3395,3,6,1416,449076,1331294.4,1479216
2014,10464,Bronx,1702,2,3,3374,99809,841230.9,934701
2014,10465,Bronx,2370,1,6,1159,305748,1171863,1302070
2014,10466,Bronx,1905,2,5,3789,96816,585712.8,650792
2014,10467,Bronx,2658,3,5,3657,266447,1280150.1,1422389
2014,10468,Bronx,2023,1,0,3077,379677,563319,625910
2014,10469,Bronx,1666,3,3,1509,115054,1616762.7,1796403
2014,10470,Bronx,1651,3,4,2163,391129,668569.5,742855
2014,10471,Bronx,2887,2,6,3095,172072,1605328.2,1783698
2014,10472,Bronx,2360,1,5,3232,66940,1518029.1,1686699
2014,10473,Bronx,2642,3,6,2750,468230,1198182.6,1331314
2014,10474,Bronx,3236,2,6,1659,273946,586028.7,651143
2014,10475,Bronx,1531,3,1,2124,371496,1277259.3,1419177
2014,11004,Queens,1481,2,6,2979,542169,321197.4,356886
2014,11101,Queens,2301,2,6,2662,629751,822519,913910
2014,11102,Queens,2833,1,5,2454,639996,1762695,1958550
2014,11103,Queens,2642,2,3,2032,133523,1599931.8,1777702
2014,11104,Queens,2354,1,3,2905,180888,1158166.8,1286852
2014,11105,Queens,1799,3,2,1932,235726,423132.3,470147
2014,11106,Queens,2874,3,1,1966,101490,1573620.3,1748467
2014,11109,Queens,2140,2,1,3951,422179,559842.3,622047
2014,11201,Brooklyn,1786,2,1,2120,679733,1663250.4,1848056
2014,11203,Brooklyn,3167,1,1,2601,678644,462134.7,513483
2014,11204,Brooklyn,1735,1,6,3415,83360,986772.6,1096414
2014,11205,Brooklyn,1877,3,0,2829,319757,865132.2,961258
2014,11206,Brooklyn,2165,2,5,3842,690527,1250584.2,1389538
2014,11207,Brooklyn,1543,3,4,3391,634120,819058.5,910065
2014,11208,Brooklyn,2224,3,1,1552,95537,359930.7,399923
2014,11209,Brooklyn,2454,2,4,1430,611465,391203,434670
2014,11210,Brooklyn,3140,3,6,1718,431243,1558417.5,1731575
2014,11211,Brooklyn,2456,3,1,2878,378863,1049199.3,1165777
2014,11212,Brooklyn,1688,1,3,3289,543495,1769570.1,1966189
2014,11213,Brooklyn,1021,1,1,2438,54761,543720.6,604134
2014,11214,Brooklyn,2747,2,1,1623,403820,921955.5,1024395
2014,11215,Brooklyn,3390,3,2,2355,372023,248227.2,275808
2014,11216,Brooklyn,3305,3,4,1590,130107,862888.5,958765
2014,11217,Brooklyn,923,2,3,1126,191553,1665989.1,1851099
2014,11218,Brooklyn,2435,3,0,1005,42575,859548.6,955054
2014,11219,Brooklyn,3063,2,2,2997,562471,1635780.6,1817534
2014,11220,Brooklyn,2660,2,1,1375,280258,485747.1,539719
2014,11221,Brooklyn,1648,3,4,1950,366407,1574011.8,1748902
2014,11222,Brooklyn,2876,3,3,2613,521873,923661.9,1026291
2014,11223,Brooklyn,1513,2,4,2972,584871,641022.3,712247
2014,11224,Brooklyn,2177,3,2,3171,445951,1725547.5,1917275
2014,11225,Brooklyn,2344,2,6,3169,512789,627250.5,696945
2014,11226,Brooklyn,1853,2,4,3373,623253,395751.6,439724
2014,11228,Brooklyn,987,1,6,2229,171814,540126,600140
2014,11229,Brooklyn,2050,2,2,2849,102724,464153.4,515726
2014,11230,Brooklyn,2618,2,0,2985,730565,845716.5,939685
2014,11231,Brooklyn,3024,3,0,1192,219853,681960.6,757734
2014,11232,Brooklyn,739,3,2,1892,305384,1221025.5,1356695
2014,11233,Brooklyn,1735,2,5,3112,508030,1715435.1,1906039
2014,11234,Brooklyn,2398,3,0,3565,516236,321088.5,356765
2014,11235,Brooklyn,1690,3,6,3391,99579,1385776.8,1539752
2014,11236,Brooklyn,2287,2,3,3216,367556,1020731.4,1134146
2014,11237,Brooklyn,2904,2,4,1396,639543,827675.1,919639
2014,11238,Brooklyn,2122,3,6,2003,260232,1506686.4,1674096
2014,11239,Brooklyn,678,1,0,1345,450938,1212088.5,1346765
2014,11241,Brooklyn,1657,2,2,3026,207539,1732131.9,1924591
2014,11242,Brooklyn,2713,2,0,1471,451930,1362961.8,1514402
2014,11243,Brooklyn,2856,3,6,3426,692957,317206.8,352452
2014,11249,Brooklyn,850,1,4,3937,609209,1723133.7,1914593
2014,11252,Brooklyn,1877,3,1,3645,81140,1156524.3,1285027
2014,11256,Brooklyn,1065,1,5,1320,51313,713684.7,792983
2014,11351,Queens,2088,2,2,2884,381395,954011.7,1060013
2014,11354,Queens,2105,2,1,2021,646719,1255699.8,1395222
2014,11355,Queens,2133,1,2,1218,188781,471150.9,523501
2014,11356,Queens,3260,1,1,2653,458593,722023.2,802248
2014,11357,Queens,1787,1,4,1371,540215,1501991.1,1668879
2014,11358,Queens,1228,2,3,3311,57924,1125907.2,1251008
2014,11359,Queens,2208,3,5,1703,503619,437084.1,485649
2014,11360,Queens,2586,3,1,3641,748011,230842.8,256492
2014,11361,Queens,1974,2,3,3177,181756,916302.6,1018114
2014,11362,Queens,2625,3,1,3003,311555,1705865.4,1895406
2014,11363,Queens,1775,3,3,2894,741046,1446967.8,1607742
2014,11364,Queens,704,3,6,1685,38932,428800.5,476445
2014,11365,Queens,1192,2,6,3808,99250,946601.1,1051779
2014,11366,Queens,1047,3,3,2118,184058,458054.1,508949
2014,11367,Queens,3165,1,3,2186,592252,1784583.9,1982871
2014,11368,Queens,3476,2,3,1248,502855,793225.8,881362
2014,11369,Queens,2852,2,2,2490,539947,863872.2,959858
2014,11370,Queens,542,3,4,1905,195045,1625139.9,1805711
2014,11371,Queens,2335,1,1,1062,566459,872107.2,969008
2014,11372,Queens,604,3,4,1017,279307,675751.5,750835
2014,11373,Queens,1936,1,5,2926,543149,1473191.1,1636879
2014,11374,Queens,1145,3,6,2414,253672,648879.3,720977
2014,11375,Queens,1565,1,1,2080,150479,860219.1,955799
2014,11377,Queens,2882,1,1,1988,119384,579722.4,644136
2014,11378,Queens,1154,1,6,2299,148010,471756.6,524174
2014,11379,Queens,1001,1,5,1815,68707,746828.1,829809
2014,11385,Queens,1768,1,5,1331,661968,740367,822630
2014,11411,Queens,2779,1,2,1441,550049,1797248.7,1996943
2014,11412,Queens,1433,3,1,3230,623796,1267581.6,1408424
2014,11413,Queens,1334,3,5,2206,269195,1508622.3,1676247
2014,11414,Queens,2566,1,6,3751,609901,725333.4,805926
2014,11415,Queens,2775,3,0,1737,92609,1033868.7,1148743
2014,11416,Queens,1729,1,1,2698,659132,990484.2,1100538
2014,11417,Queens,2865,3,5,1210,690429,907345.8,1008162
2014,11418,Queens,2039,1,4,3634,365494,1400320.8,1555912
2014,11419,Queens,1204,1,1,3475,145658,737820,819800
2014,11420,Queens,2062,2,0,1916,279415,1284330.6,1427034
2014,11421,Queens,2643,1,6,3585,44941,884525.4,982806
2014,11422,Queens,2663,1,0,1195,339449,948861.9,1054291
2014,11423,Queens,1687,1,4,1762,294500,763854.3,848727
2014,11426,Queens,3174,3,4,2562,556135,1336882.5,1485425
2014,11427,Queens,1491,2,3,2195,382330,706122,784580
2014,11428,Queens,2144,3,3,2928,576666,1480506.3,1645007
2014,11429,Queens,1738,2,4,3212,394638,638012.7,708903
2014,11430,Queens,1323,1,4,2219,372919,406047.6,451164
2014,11432,Queens,3498,3,0,2494,470968,590686.2,656318
2014,11433,Queens,2486,1,2,3153,507611,1757001.6,1952224
2014,11434,Queens,3123,2,4,1991,470525,900952.2,1001058
2014,11435,Queens,1223,2,6,2858,397781,475350.3,528167
2014,11436,Queens,1769,2,1,1483,53189,233501.4,259446
2014,11691,Queens,1426,3,3,2065,201277,1531469.7,1701633
2014,11692,Queens,2916,3,4,2142,140408,492653.7,547393
2014,11693,Queens,1337,3,3,3758,83681,1026665.1,1140739
2014,11694,Queens,2960,1,6,2594,667180,1291005.9,1434451
2014,11697,Queens,2385,2,0,1642,294778,1440502.2,1600558
2014,10451,Bronx,630,3,6,1248,475054,257641.2,286268
2014,10452,Bronx,2001,1,5,3799,631564,417895.2,464328
2014,10453,Bronx,2514,3,0,1669,391020,1129206.6,1254674
2014,10454,Bronx,1382,2,1,3945,560400,534060.9,593401
2014,10455,Bronx,872,3,4,3538,123875,899838,999820
2014,10456,Bronx,2103,1,0,1163,443870,1047094.2,1163438
2014,10457,Bronx,1614,2,5,3840,110083,352503,391670
2014,10458,Bronx,3354,1,5,1284,657723,420805.8,467562
2014,10459,Bronx,1071,1,3,3400,574731,1072291.5,1191435
2014,10460,Bronx,709,2,3,3532,745997,992179.8,1102422
2014,10461,Bronx,1215,3,4,2813,40888,1672564.5,1858405
2014,10462,Bronx,2096,3,1,3432,637103,448268.4,498076
2014,10463,Bronx,3106,2,4,1883,361905,832459.5,924955
2014,10464,Bronx,2600,1,6,1346,732215,349497.9,388331
2014,10465,Bronx,1300,1,4,1424,733353,1291666.5,1435185
2014,10466,Bronx,2375,2,1,1106,623688,1374881.4,1527646
2014,10467,Bronx,2825,3,0,3725,37207,876418.2,973798
2014,10468,Bronx,2860,2,3,1491,180994,1098985.5,1221095
2014,10469,Bronx,1140,2,2,1563,601520,553058.1,614509
2014,10470,Bronx,1754,2,0,1976,254937,1243761.3,1381957
2014,10471,Bronx,2139,3,6,1872,341020,695018.7,772243
2014,10472,Bronx,2901,2,1,2204,79633,1679188.5,1865765
2014,10473,Bronx,1710,3,5,1200,306220,956565.9,1062851
2014,10474,Bronx,3361,3,5,3859,300535,1770067.8,1966742
2014,10475,Bronx,2759,1,0,3746,681063,1478280.6,1642534
2014,11201,Brooklyn,1266,2,1,3465,183117,813324.6,903694
2014,11203,Brooklyn,1909,3,2,1720,372642,1252733.4,1391926
2014,11204,Brooklyn,503,2,5,1175,688623,1654961.4,1838846
2014,11205,Brooklyn,2237,2,5,1147,258368,826379.1,918199
2014,11206,Brooklyn,792,1,4,2133,303720,641592.9,712881
2014,11207,Brooklyn,3370,3,6,1720,131741,1165118.4,1294576
2014,11208,Brooklyn,1835,2,0,3180,637457,1674783.9,1860871
2014,11209,Brooklyn,2784,3,4,1512,382745,1282203.9,1424671
2014,11210,Brooklyn,885,3,5,1184,49447,1407575.7,1563973
2014,11211,Brooklyn,1288,2,2,3999,341942,1268892.9,1409881
2014,11212,Brooklyn,2260,1,6,1451,55360,905585.4,1006206
2014,11213,Brooklyn,1983,3,5,2991,64435,755474.4,839416
2014,11214,Brooklyn,1502,2,1,3696,365084,650520.9,722801
2014,11215,Brooklyn,3362,3,3,1600,226386,594538.2,660598
2014,11216,Brooklyn,631,1,2,2562,157411,339675.3,377417
2014,11217,Brooklyn,973,1,6,2864,336455,1033051.5,1147835
2014,11218,Brooklyn,3293,1,5,2277,178960,710190,789100
2014,11219,Brooklyn,826,1,2,1195,448435,431451.9,479391
2014,11220,Brooklyn,1653,1,5,3847,188972,731269.8,812522
2014,11221,Brooklyn,1640,2,1,3000,200876,1314573.3,1460637
2014,11222,Brooklyn,1166,2,6,1359,474685,651060,723400
2014,11223,Brooklyn,1285,1,0,1091,587922,612374.4,680416
2014,11224,Brooklyn,2887,1,6,1635,297917,1432521.9,1591691
2014,11225,Brooklyn,1657,2,2,1132,105545,1796904.9,1996561
2014,11226,Brooklyn,1955,3,6,2724,310244,377337.6,419264
2014,11228,Brooklyn,1556,3,0,1131,610940,1146788.1,1274209
2014,11229,Brooklyn,1415,3,0,3921,320408,1347392.7,1497103
2014,11230,Brooklyn,1339,1,6,1156,257735,272695.5,302995
2014,11231,Brooklyn,931,2,6,3074,486227,1441505.7,1601673
2014,11232,Brooklyn,1952,3,0,2490,153400,907366.5,1008185
2014,11233,Brooklyn,2898,3,2,3276,344253,1331882.1,1479869
2014,11234,Brooklyn,2582,3,3,2745,164430,1088618.4,1209576
2014,11235,Brooklyn,1395,3,5,2850,595601,1525419.9,1694911
2014,11236,Brooklyn,3448,3,5,1806,428594,1695117.6,1883464
2014,11237,Brooklyn,3399,1,0,2480,513357,1589718.6,1766354
2014,11238,Brooklyn,932,3,0,3414,458034,940237.2,1044708
2014,11239,Brooklyn,2571,3,2,2992,289192,1319430.6,1466034
2014,11241,Brooklyn,3447,2,0,3458,732938,1546918.2,1718798
2014,11242,Brooklyn,781,1,0,3668,55097,786853.8,874282
2014,11243,Brooklyn,937,3,4,2346,341594,761582.7,846203
2014,11249,Brooklyn,3400,1,3,3272,575257,1214218.8,1349132
2014,11252,Brooklyn,690,1,2,3872,146694,850282.2,944758
2014,11256,Brooklyn,1471,3,2,3904,418048,1411090.2,1567878
2014,10001,Manhattan,2370,3,1,3788,254145,539801.1,599779
2014,10002,Manhattan,3198,3,4,2345,717846,645516.9,717241
2014,10003,Manhattan,1023,2,2,2543,154335,755418.6,839354
2014,10004,Manhattan,3167,2,6,3130,127082,1742786.1,1936429
2014,10005,Manhattan,588,2,1,2304,209323,1398006.9,1553341
2014,10006,Manhattan,646,1,1,3557,173808,578288.7,642543
2014,10007,Manhattan,1082,1,1,3772,563197,643844.7,715383
2014,10009,Manhattan,839,1,6,3494,733294,945766.8,1050852
2014,10010,Manhattan,2983,1,4,3982,519480,537889.5,597655
2014,10011,Manhattan,1908,2,4,3011,616940,399935.7,444373
2014,10012,Manhattan,643,1,4,2166,139019,1703929.5,1893255
2014,10013,Manhattan,2639,2,4,1662,337674,739778.4,821976
2014,10014,Manhattan,1458,3,6,3472,470341,695519.1,772799
2014,10015,Manhattan,2495,1,4,3274,115071,630087.3,700097
2014,10016,Manhattan,2959,3,1,1673,285023,742473.9,824971
2014,10017,Manhattan,1936,1,2,2778,636025,588886.2,654318
2014,10018,Manhattan,3042,3,5,2746,399177,1792089,1991210
2014,10019,Manhattan,1948,3,6,2274,702868,1494120.6,1660134
